start_date,end_date,date_range,timedelta_days,bands,band_count,city,country,state,raw_score,avg_score
2023-07-03,2023-07-09,2023-07-03 to 2023-07-09,7,"('Todd Rundgren', 'Maroon 5', 'Eagles of Death Metal')",3,London,UK,,270.0,90.0
2023-07-05,2023-07-05,2023-07-05,1,"('Fall Out Boy', 'Bring Me The Horizon')",2,Mountain View,US,CA,290.0,145.0
2023-07-11,2023-07-11,2023-07-11,1,"('Fall Out Boy', 'Bring Me The Horizon')",2,Rogers,US,AR,290.0,145.0
2023-05-18,2023-05-24,2023-05-18 to 2023-05-24,7,"('Harry Styles', 'Polyphia', 'Hans Zimmer')",3,Munich,Germany,,290.0,96.67
2023-07-18,2023-07-18,2023-07-18,1,"('Fall Out Boy', 'Bring Me The Horizon')",2,Cuyahoga Falls,US,OH,290.0,145.0
2023-07-15,2023-07-15,2023-07-15,1,"('Fall Out Boy', 'Bring Me The Horizon')",2,Cincinnati,US,OH,290.0,145.0
2023-07-29,2023-07-29,2023-07-29,1,"('Fall Out Boy', 'Bring Me The Horizon')",2,Clarkston,US,MI,290.0,145.0
2023-08-01,2023-08-01,2023-08-01,1,"('Fall Out Boy', 'Bring Me The Horizon')",2,Queens,US,NY,290.0,145.0
2023-06-28,2023-06-28,2023-06-28,1,"('Fall Out Boy', 'Bring Me The Horizon')",2,Dallas,US,TX,290.0,145.0
2023-08-04,2023-08-04,2023-08-04,1,"('Fall Out Boy', 'Bring Me The Horizon')",2,Darien Center,US,NY,290.0,145.0
2023-08-05,2023-08-05,2023-08-05,1,"('Fall Out Boy', 'Bring Me The Horizon')",2,Holmdel,US,NJ,290.0,145.0
2023-07-01,2023-07-01,2023-07-01,1,"('Fall Out Boy', 'Bring Me The Horizon')",2,Chula Vista,US,CA,290.0,145.0
2023-06-30,2023-06-30,2023-06-30,1,"('Fall Out Boy', 'Bring Me The Horizon')",2,Phoenix,US,AZ,290.0,145.0
2023-06-06,2023-06-10,2023-06-06 to 2023-06-10,5,"('Harry Styles', 'Louis Cole', 'Hans Zimmer')",3,Amsterdam,Netherlands,,290.0,96.67
2023-07-07,2023-07-07,2023-07-07,1,"('Fall Out Boy', 'Bring Me The Horizon')",2,West Valley City,US,UT,290.0,145.0
2023-07-02,2023-07-02,2023-07-02,1,"('Fall Out Boy', 'Bring Me The Horizon')",2,Los Angeles (LA),US,CA,290.0,145.0
2023-07-26,2023-07-26,2023-07-26,1,"('Fall Out Boy', 'Bring Me The Horizon')",2,Atlanta,US,GA,290.0,145.0
2023-07-24,2023-07-24,2023-07-24,1,"('Fall Out Boy', 'Bring Me The Horizon')",2,West Palm Beach,US,FL,290.0,145.0
2023-07-03,2023-07-03,2023-07-03,1,"('Fall Out Boy', 'Bring Me The Horizon')",2,Los Angeles (LA),US,CA,290.0,145.0
2023-07-22,2023-07-22,2023-07-22,1,"('Fall Out Boy', 'Bring Me The Horizon')",2,Virginia Beach,US,VA,290.0,145.0
2023-07-16,2023-07-16,2023-07-16,1,"('Fall Out Boy', 'Bring Me The Horizon')",2,Noblesville,US,IN,290.0,145.0
2023-07-09,2023-07-09,2023-07-09,1,"('Fall Out Boy', 'Bring Me The Horizon')",2,Greenwood Village,US,CO,290.0,145.0
2023-08-06,2023-08-06,2023-08-06,1,"('Fall Out Boy', 'Bring Me The Horizon')",2,Camden,US,NJ,290.0,145.0
2023-08-02,2023-08-02,2023-08-02,1,"('Fall Out Boy', 'Bring Me The Horizon')",2,Boston,US,MA,290.0,145.0
2023-07-30,2023-07-30,2023-07-30,1,"('Fall Out Boy', 'Bring Me The Horizon')",2,Toronto,Canada,ON,290.0,145.0
2023-06-27,2023-06-27,2023-06-27,1,"('Fall Out Boy', 'Bring Me The Horizon')",2,The Woodlands,US,TX,290.0,145.0
2023-07-25,2023-07-25,2023-07-25,1,"('Fall Out Boy', 'Bring Me The Horizon')",2,Tampa,US,FL,290.0,145.0
2023-07-19,2023-07-19,2023-07-19,1,"('Fall Out Boy', 'Bring Me The Horizon')",2,Bristow,US,VA,290.0,145.0
2023-07-13,2023-07-13,2023-07-13,1,"('Fall Out Boy', 'Bring Me The Horizon')",2,Somerset,US,WI,290.0,145.0
2023-07-21,2023-07-21,2023-07-21,1,"('Fall Out Boy', 'Bring Me The Horizon')",2,Charlotte,US,NC,290.0,145.0
2023-06-30,2023-07-04,2023-06-30 to 2023-07-04,5,"('The Academy Of Ancient Music', 'Maroon 5', 'Eagles of Death Metal')",3,London,UK,,290.0,96.67
2023-05-13,2023-05-15,2023-05-13 to 2023-05-15,3,"('Theo Katzman', 'Veil of Maya', 'RAYE')",3,Chicago,US,IL,300.0,100.0
2023-05-31,2023-05-31,2023-05-31,1,"('Sam Smith', 'Martin Garrix')",2,Tel Aviv-Jaffa,Israel,,300.0,150.0
2023-06-07,2023-06-07,2023-06-07,1,"('Disturbed', 'Three Days Grace', 'You Me At Six')",3,Nickelsdorf,Austria,,300.0,100.0
2023-06-16,2023-06-16,2023-06-16,1,"('Disturbed', 'Queens of the Stone Age', 'OneRepublic')",3,Landgraaf,Netherlands,,300.0,100.0
2023-05-15,2023-05-17,2023-05-15 to 2023-05-17,3,"('Veil of Maya', 'Lizzo', 'RAYE')",3,Chicago,US,IL,310.0,103.33
2023-05-23,2023-05-26,2023-05-23 to 2023-05-26,4,"('Louis Cole', 'Billy Cobham', 'Polyphia')",3,Paris,France,,310.0,103.33
2023-05-24,2023-05-25,2023-05-24 to 2023-05-25,2,"('Marshmello', 'The Chainsmokers', 'Bruno Mars')",3,Las Vegas,US,NV,320.0,106.67
2023-05-27,2023-05-28,2023-05-27 to 2023-05-28,2,"('Matchbox Twenty', 'Marshmello', 'Bruno Mars')",3,Las Vegas,US,NV,320.0,106.67
2023-05-05,2023-05-06,2023-05-05 to 2023-05-06,2,"('Marshmello', 'Veil of Maya', 'The Chicks')",3,Las Vegas,US,NV,320.0,106.67
2023-05-20,2023-05-22,2023-05-20 to 2023-05-22,3,"('Joey Alexander', 'Haken', 'Arch Echo')",3,Mesa,US,AZ,320.0,106.67
2023-05-26,2023-05-31,2023-05-26 to 2023-05-31,6,"('Plini', 'Matchbox Twenty', 'Sungazer')",3,Phoenix,US,AZ,330.0,110.0
2023-05-09,2023-05-13,2023-05-09 to 2023-05-13,5,"('Plini', 'Theo Katzman', 'Sungazer')",3,Chicago,US,IL,330.0,110.0
2023-07-12,2023-07-12,2023-07-12,1,"('Lil Nas X', 'Muse')",2,Bern,Switzerland,,330.0,165.0
2023-07-11,2023-07-13,2023-07-11 to 2023-07-13,3,"('Disturbed', 'Breaking Benjamin', 'Paramore')",3,Denver,US,CO,330.0,110.0
2023-05-07,2023-05-11,2023-05-07 to 2023-05-11,5,"('Post Malone', 'Sam Wills', 'Polyphia')",3,London,UK,,330.0,110.0
2023-05-04,2023-05-06,2023-05-04 to 2023-05-06,3,"('Haken', 'Arch Echo', 'Lizzo')",3,Montreal,Canada,QC,330.0,110.0
2023-05-13,2023-05-16,2023-05-13 to 2023-05-16,4,"('Plini', 'Lizzo', 'Sungazer')",3,Pittsburgh,US,PA,340.0,113.33
2023-07-28,2023-07-28,2023-07-28,1,"('Maroon 5', 'deadmau5')",2,Las Vegas,US,NV,340.0,170.0
2023-08-07,2023-08-08,2023-08-07 to 2023-08-08,2,"('Disturbed', 'Breaking Benjamin', 'Lindsey Stirling')",3,Raleigh,US,NC,340.0,113.33
2023-08-10,2023-08-15,2023-08-10 to 2023-08-15,6,"('Disturbed', 'Breaking Benjamin', 'Lindsey Stirling')",3,Cincinnati,US,OH,340.0,113.33
2023-05-24,2023-05-26,2023-05-24 to 2023-05-26,3,"('Plini', 'Lizzo', 'Sungazer')",3,Phoenix,US,AZ,340.0,113.33
2023-06-29,2023-06-29,2023-06-29,1,"('DOMi & JD BECK', 'Jacob Collier')",2,Vienne,France,,340.0,170.0
2023-08-18,2023-08-23,2023-08-18 to 2023-08-23,6,"('Ed Sheeran', 'Sam Smith', 'Lamb Of God')",3,Denver,US,CO,340.0,113.33
2023-05-18,2023-05-18,2023-05-18,1,"('Avenged Sevenfold', 'Queens of the Stone Age', 'TOOL')",3,Daytona Beach,US,FL,340.0,113.33
2023-07-13,2023-07-19,2023-07-13 to 2023-07-19,7,"('Snarky Puppy', 'Cory Wong', 'Parov Stelar')",3,Stuttgart,Germany,,340.0,113.33
2023-05-16,2023-05-20,2023-05-16 to 2023-05-20,5,"('Plini', 'Arch Echo', 'Sungazer')",3,Orlando,US,FL,350.0,116.67
2023-05-13,2023-05-17,2023-05-13 to 2023-05-17,5,"('Post Malone', 'Louis Cole', 'Polyphia')",3,Manchester,UK,,350.0,116.67
2023-05-05,2023-05-11,2023-05-05 to 2023-05-11,7,"('Haken', 'Arch Echo', 'RAYE')",3,New York (NYC),US,NY,350.0,116.67
2023-05-20,2023-05-24,2023-05-20 to 2023-05-24,5,"('Plini', 'Arch Echo', 'Sungazer')",3,Austin,US,TX,350.0,116.67
2023-05-21,2023-05-27,2023-05-21 to 2023-05-27,7,"('Ed Sheeran', 'Plini', 'Paramore')",3,Atlanta,US,GA,350.0,116.67
2023-05-17,2023-05-20,2023-05-17 to 2023-05-20,4,"('Veil of Maya', 'Haken', 'Arch Echo')",3,Atlanta,US,GA,350.0,116.67
2023-05-09,2023-05-13,2023-05-09 to 2023-05-13,5,"('Plini', 'Arch Echo', 'Sungazer')",3,Boston,US,MA,350.0,116.67
2023-04-27,2023-05-02,2023-04-27 to 2023-05-02,6,"('Disturbed', 'Theo Katzman', 'Theory of a Deadman', 'May Erlewine')",4,Montreal,Canada,QC,360.0,90.0
2023-09-09,2023-09-09,2023-09-09,1,"('Ed Sheeran', 'Zedd')",2,Las Vegas,US,NV,360.0,180.0
2023-05-26,2023-05-26,2023-05-26,1,"('Queens of the Stone Age', 'Foo Fighters', 'Paramore')",3,Boston,US,MA,360.0,120.0
2023-05-19,2023-05-21,2023-05-19 to 2023-05-21,3,"('Marshmello', 'deadmau5')",2,Las Vegas,US,NV,360.0,180.0
2023-06-21,2023-06-21,2023-06-21,1,"('Lil Nas X', 'Lizzo')",2,Pilton,UK,,360.0,180.0
2023-06-24,2023-06-27,2023-06-24 to 2023-06-27,4,"('Disturbed', 'Jacob Collier')",2,Munich,Germany,,360.0,180.0
2023-08-04,2023-08-09,2023-08-04 to 2023-08-09,6,"('Fall Out Boy', 'Bring Me The Horizon', 'Lamb Of God')",3,Darien Center,US,NY,360.0,120.0
2023-05-01,2023-05-03,2023-05-01 to 2023-05-03,3,"('Disturbed', 'Theo Katzman', 'Theory of a Deadman', 'May Erlewine')",4,Toronto,Canada,ON,360.0,90.0
2023-08-02,2023-08-06,2023-08-02 to 2023-08-06,5,"('Fall Out Boy', 'Bring Me The Horizon', 'Lamb Of God')",3,Camden,US,NJ,360.0,120.0
2023-06-27,2023-06-30,2023-06-27 to 2023-06-30,4,"('Fall Out Boy', 'Matchbox Twenty', 'Bring Me The Horizon')",3,The Woodlands,US,TX,370.0,123.33
2023-07-30,2023-08-02,2023-07-30 to 2023-08-02,4,"('Fall Out Boy', 'Matchbox Twenty', 'Bring Me The Horizon')",3,Toronto,Canada,ON,370.0,123.33
2023-07-22,2023-07-26,2023-07-22 to 2023-07-26,5,"('Fall Out Boy', 'Matchbox Twenty', 'Bring Me The Horizon')",3,Virginia Beach,US,VA,370.0,123.33
2023-05-20,2023-05-25,2023-05-20 to 2023-05-25,6,"('Plini', 'Veil of Maya', 'Paramore')",3,Atlanta,US,GA,370.0,123.33
2023-07-19,2023-07-19,2023-07-19,1,"('OneRepublic', 'Jacob Collier')",2,Ostrava,Czech Republic,,370.0,185.0
2023-08-01,2023-08-04,2023-08-01 to 2023-08-04,4,"('Fall Out Boy', 'Matchbox Twenty', 'Bring Me The Horizon')",3,Darien Center,US,NY,370.0,123.33
2023-06-28,2023-06-29,2023-06-28 to 2023-06-29,2,"('Fall Out Boy', 'Matchbox Twenty', 'Bring Me The Horizon')",3,Dallas,US,TX,370.0,123.33
2023-08-12,2023-08-12,2023-08-12,1,"('Zedd', 'Maroon 5')",2,Las Vegas,US,NV,380.0,190.0
2023-08-05,2023-08-11,2023-08-05 to 2023-08-11,7,"('Disturbed', 'Fall Out Boy', 'Bring Me The Horizon')",3,Holmdel,US,NJ,380.0,126.67
2023-08-01,2023-08-07,2023-08-01 to 2023-08-07,7,"('Disturbed', 'Sam Smith', 'Breaking Benjamin')",3,Raleigh,US,NC,380.0,126.67
2023-08-05,2023-08-05,2023-08-05,1,"('Zedd', 'Maroon 5')",2,Las Vegas,US,NV,380.0,190.0
2023-06-29,2023-06-30,2023-06-29 to 2023-06-30,2,"('DOMi & JD BECK', 'Yaron Herman', 'Jacob Collier')",3,Vienne,France,,380.0,126.67
2023-06-12,2023-06-14,2023-06-12 to 2023-06-14,3,"('NOTD', 'Jacob Collier')",2,Pittsburgh,US,PA,380.0,190.0
2023-05-19,2023-05-23,2023-05-19 to 2023-05-23,5,"('Plini', 'Sungazer', 'Paramore')",3,Charlotte,US,NC,380.0,126.67
2023-07-28,2023-07-28,2023-07-28,1,"('Periphery', 'Haken', 'Unprocessed')",3,Manchester,UK,,390.0,130.0
2023-05-03,2023-05-05,2023-05-03 to 2023-05-05,3,"('Theo Katzman', 'Haken', 'Arch Echo', 'May Erlewine')",4,Toronto,Canada,ON,390.0,97.5
2023-05-13,2023-05-17,2023-05-13 to 2023-05-17,5,"('Veil of Maya', 'Theo Katzman', 'Lizzo', 'RAYE')",4,Chicago,US,IL,390.0,97.5
2023-08-11,2023-08-11,2023-08-11,1,"('Zedd', 'Foo Fighters')",2,San Francisco,US,CA,390.0,195.0
2023-06-11,2023-06-12,2023-06-11 to 2023-06-12,2,"('Paramore', 'Jacob Collier')",2,Pittsburgh,US,PA,400.0,200.0
2023-06-23,2023-06-28,2023-06-23 to 2023-06-28,6,"('Fall Out Boy', 'Bring Me The Horizon', 'Madeon')",3,Dallas,US,TX,400.0,133.33
2023-07-01,2023-07-01,2023-07-01,1,"('Marshmello', 'Zedd')",2,Las Vegas,US,NV,400.0,200.0
2023-05-05,2023-05-09,2023-05-05 to 2023-05-09,5,"('Plini', 'Mac Ayres', 'Sungazer', 'May Erlewine')",4,Chicago,US,IL,400.0,100.0
2023-10-21,2023-10-21,2023-10-21,1,"('Thirty Seconds To Mars', 'Magnolia Park', 'Good Charlotte', '5 Seconds of Summer')",4,Las Vegas,US,NV,400.0,100.0
2023-05-08,2023-05-12,2023-05-08 to 2023-05-12,5,"('Plini', 'Theo Katzman', 'Sungazer', 'May Erlewine')",4,Minneapolis,US,MN,400.0,100.0
2023-05-25,2023-05-27,2023-05-25 to 2023-05-27,3,"('Matchbox Twenty', 'Marshmello', 'The Chainsmokers', 'Bruno Mars')",4,Las Vegas,US,NV,400.0,100.0
2023-07-15,2023-07-15,2023-07-15,1,"('Marshmello', 'Zedd')",2,Las Vegas,US,NV,400.0,200.0
2023-05-06,2023-05-10,2023-05-06 to 2023-05-10,5,"('Plini', 'Theo Katzman', 'Mac Ayres', 'Sungazer')",4,Detroit,US,MI,410.0,102.5
2023-09-02,2023-09-02,2023-09-02,1,"('Post Malone', 'Foo Fighters', 'Maroon 5', 'Bruno Mars')",4,São Paulo,Brazil,,430.0,107.5
2023-05-26,2023-05-26,2023-05-26,1,"('Post Malone', 'Lil Nas X', 'Lizzo')",3,Napa,US,CA,450.0,150.0
2023-06-15,2023-06-15,2023-06-15,1,"('Disturbed', 'Hollywood Undead', 'Three Days Grace', 'Meshuggah')",4,Dessel,Belgium,,450.0,112.5
2023-05-25,2023-05-25,2023-05-25,1,"('Avenged Sevenfold', 'Foo Fighters', 'TOOL', 'Queens of the Stone Age')",4,Columbus,US,OH,460.0,115.0
2023-06-29,2023-06-29,2023-06-29,1,"('Lil Nas X', 'Lizzo', 'OneRepublic')",3,Stockholm,Sweden,,460.0,153.33
2023-06-03,2023-06-08,2023-06-03 to 2023-06-08,6,"('Marshmello', 'Bruno Mars', 'deadmau5')",3,Las Vegas,US,NV,470.0,156.67
2023-05-24,2023-05-26,2023-05-24 to 2023-05-26,3,"('Queens of the Stone Age', 'Foo Fighters', 'Veil of Maya', 'Paramore')",4,Boston,US,MA,470.0,117.5
2023-05-19,2023-05-24,2023-05-19 to 2023-05-24,6,"('Marshmello', 'Bruno Mars', 'deadmau5')",3,Las Vegas,US,NV,470.0,156.67
2023-08-02,2023-08-05,2023-08-02 to 2023-08-05,4,"('Fall Out Boy', 'Bring Me The Horizon', 'Sam Smith')",3,Boston,US,MA,470.0,156.67
2023-06-02,2023-06-02,2023-06-02,1,"('Hollywood Undead', 'Foo Fighters', 'Three Days Grace', 'Meshuggah')",4,Nuremberg,Germany,,480.0,120.0
2023-05-17,2023-05-21,2023-05-17 to 2023-05-21,5,"('Plini', 'Veil of Maya', 'Haken', 'Arch Echo')",4,Atlanta,US,GA,480.0,120.0
2023-06-09,2023-06-09,2023-06-09,1,"('Lil Nas X', 'Lizzo', 'Diplo')",3,Corona,US,NY,480.0,160.0
2023-05-02,2023-05-06,2023-05-02 to 2023-05-06,5,"('Arch Echo', 'May Erlewine', 'Haken', 'Lizzo', 'Theo Katzman')",5,Montreal,Canada,QC,480.0,96.0
2023-06-23,2023-06-29,2023-06-23 to 2023-06-29,7,"('Fall Out Boy', 'Matchbox Twenty', 'Bring Me The Horizon', 'Madeon')",4,Dallas,US,TX,480.0,120.0
2023-05-11,2023-05-14,2023-05-11 to 2023-05-14,4,"('Plini', 'Haken', 'Arch Echo', 'Sungazer')",4,New York (NYC),US,NY,490.0,122.5
2023-05-19,2023-05-23,2023-05-19 to 2023-05-23,5,"('Plini', 'Haken', 'Arch Echo', 'Sungazer')",4,Dallas,US,TX,490.0,122.5
2023-05-05,2023-05-11,2023-05-05 to 2023-05-11,7,"('Plini', 'Haken', 'Arch Echo', 'Sungazer')",4,Toronto,Canada,ON,490.0,122.5
2023-05-13,2023-05-19,2023-05-13 to 2023-05-19,7,"('Plini', 'Haken', 'Arch Echo', 'Sungazer')",4,Charlotte,US,NC,490.0,122.5
2023-06-07,2023-06-07,2023-06-07,1,"('Disturbed', 'Monuments', 'Bring Me The Horizon', 'Three Days Grace')",4,Castle Donington,UK,,490.0,122.5
2023-05-24,2023-05-27,2023-05-24 to 2023-05-27,4,"('Plini', 'Haken', 'Arch Echo', 'Sungazer')",4,Los Angeles (LA),US,CA,490.0,122.5
2023-07-07,2023-07-13,2023-07-07 to 2023-07-13,7,"('Disturbed', 'Fall Out Boy', 'Bring Me The Horizon', 'Breaking Benjamin')",4,West Valley City,US,UT,490.0,122.5
2023-07-21,2023-07-22,2023-07-21 to 2023-07-22,2,"('Marshmello', 'Zedd', 'Dave Koz')",3,Las Vegas,US,NV,500.0,166.67
2023-05-05,2023-05-05,2023-05-05,1,"('Zedd', 'deadmau5')",2,Concord,US,CA,500.0,250.0
2023-06-29,2023-07-05,2023-06-29 to 2023-07-05,7,"('Snarky Puppy', 'DOMi & JD BECK', 'Yaron Herman', 'Jacob Collier')",4,Vienne,France,,500.0,125.0
2023-06-11,2023-06-14,2023-06-11 to 2023-06-14,4,"('NOTD', 'Paramore', 'Jacob Collier')",3,Pittsburgh,US,PA,510.0,170.0
2023-06-15,2023-06-15,2023-06-15,1,"('Lil Nas X', 'Foo Fighters', 'Vulfpeck')",3,Manchester,US,TN,520.0,173.33
2023-10-05,2023-10-05,2023-10-05,1,"('Avenged Sevenfold', 'Queens of the Stone Age', 'Korn', 'TOOL', 'You Me At Six')",5,Sacramento,US,CA,530.0,106.0
2023-09-21,2023-09-21,2023-09-21,1,"('Avenged Sevenfold', 'Queens of the Stone Age', 'TOOL', 'Foo Fighters', 'You Me At Six')",5,Louisville,US,KY,540.0,108.0
2023-05-19,2023-05-25,2023-05-19 to 2023-05-25,7,"('Marshmello', 'The Chainsmokers', 'Bruno Mars', 'deadmau5')",4,Las Vegas,US,NV,550.0,137.5
2023-05-09,2023-05-15,2023-05-09 to 2023-05-15,7,"('Plini', 'Veil of Maya', 'RAYE', 'Theo Katzman', 'Sungazer')",5,Chicago,US,IL,550.0,110.0
2023-07-22,2023-07-28,2023-07-22 to 2023-07-28,7,"('Marshmello', 'Maroon 5', 'Dave Koz', 'deadmau5')",4,Las Vegas,US,NV,570.0,142.5
2023-05-01,2023-05-05,2023-05-01 to 2023-05-05,5,"('Arch Echo', 'Disturbed', 'May Erlewine', 'Haken', 'Theo Katzman', 'Theory of a Deadman')",6,Toronto,Canada,ON,600.0,100.0
2023-08-12,2023-08-17,2023-08-12 to 2023-08-17,6,"('Zedd', 'Maroon 5', 'deadmau5')",3,Las Vegas,US,NV,610.0,203.33
2023-06-28,2023-06-28,2023-06-28,1,"('Queens of the Stone Age', 'Lil Nas X', 'Thundercat', 'Lizzo', 'OneRepublic')",5,Gdynia,Poland,,650.0,130.0
2023-07-06,2023-07-06,2023-07-06,1,"('Queens of the Stone Age', 'Lizzo', 'Sam Smith', 'Jacob Collier')",4,Algés,Portugal,,650.0,162.5
2023-06-02,2023-06-02,2023-06-02,1,"('Hollywood Undead', 'Meshuggah', 'Bring Me The Horizon', 'Three Days Grace', 'Foo Fighters')",5,Nürburg,Germany,,660.0,132.0
2023-05-13,2023-05-13,2023-05-13,1,"('Korn', 'Zedd', 'The Chicks', 'System Of A Down')",4,Las Vegas,US,NV,710.0,177.5
2023-05-19,2023-05-19,2023-05-19,1,"('Lil Nas X', 'AJR', 'Thundercat', 'Paramore')",4,Gulf Shores,US,AL,730.0,182.5
2023-06-29,2023-06-29,2023-06-29,1,"('Queens of the Stone Age', 'Lil Nas X', 'Muse', 'Jacob Collier', 'RAYE')",5,Rotselaar,Belgium,,820.0,164.0
2023-05-13,2023-05-14,2023-05-13 to 2023-05-14,2,"('Marshmello', 'The Chicks', 'Korn', 'Zedd', 'System Of A Down')",5,Las Vegas,US,NV,840.0,168.0
2023-06-24,2023-06-29,2023-06-24 to 2023-06-29,6,"('Queens of the Stone Age', 'Lil Nas X', 'Muse', 'Harry Styles', 'RAYE', 'Jacob Collier')",6,Rotselaar,Belgium,,910.0,151.67
2023-07-06,2023-07-06,2023-07-06,1,"('Queens of the Stone Age', 'Lil Nas X', 'Lizzo', 'Sam Smith', 'Jacob Collier')",5,Madrid,Spain,,920.0,184.0
2023-05-13,2023-05-19,2023-05-13 to 2023-05-19,7,"('Marshmello', 'The Chicks', 'Korn', 'Zedd', 'System Of A Down', 'deadmau5')",6,Las Vegas,US,NV,1070.0,178.33
